省,市,县,观测时间,温度(℃),相对湿度,降水量(mm),风向,风力(m/s),经度,纬度
江苏,苏州,张家港,2015121706,-1,50,0,302,3,120.55,31.87
江苏,苏州,张家港,2015121707,1,52,0,306,4,120.55,31.87
江苏,苏州,张家港,2015121708,1,48,0,315,4,120.55,31.87
江苏,苏州,张家港,2015121709,2,38,0,342,4,120.55,31.87
江苏,苏州,张家港,2015121710,2,30,0,313,5,120.55,31.87
江苏,苏州,张家港,2015121711,2,28,0,338,4,120.55,31.87
江苏,苏州,张家港,2015121712,2,29,0,327,2,120.55,31.87
江苏,苏州,张家港,2015121713,3,27,0,295,5,120.55,31.87
江苏,苏州,张家港,2015121714,3,28,0,323,4,120.55,31.87
江苏,苏州,张家港,2015121715,3,26,0,324,4,120.55,31.87
江苏,苏州,张家港,2015121716,5,29,0,328,4,120.55,31.87
江苏,苏州,张家港,2015121717,2,30,0,327,1,120.55,31.87
江苏,苏州,张家港,2015121718,1,32,0,354,0,120.55,31.87
江苏,苏州,张家港,2015121719,1,34,0,350,0,120.55,31.87
江苏,苏州,张家港,2015121720,2,40,0,5,2,120.55,31.87
江苏,苏州,张家港,2015121721,1,47,0,11,0,120.55,31.87
江苏,苏州,张家港,2015121722,-2,60,0,999999,0,120.55,31.87
江苏,苏州,张家港,2015121723,999999,999999,999999,999999,999999,120.55,31.87
江苏,苏州,张家港,2015121800,-1,60,0,155,0,120.55,31.87
江苏,苏州,张家港,2015121801,-3,60,0,138,0,120.55,31.87
江苏,苏州,张家港,2015121802,-1,65,0,999999,0,120.55,31.87
江苏,苏州,张家港,2015121803,-3,68,0,999999,0,120.55,31.87
江苏,苏州,张家港,2015121804,-1,66,0,103,0,120.55,31.87
江苏,苏州,张家港,2015121805,-2,83,0,150,2,120.55,31.87
江苏,苏州,张家港,2015121806,-2,73,0,259,0,120.55,31.87
江苏,苏州,张家港,2015121807,-3,79,0,323,0,120.55,31.87
江苏,苏州,张家港,2015121808,1,59,0,288,3,120.55,31.87
江苏,苏州,张家港,2015121809,2,39,0,311,1,120.55,31.87
江苏,苏州,张家港,2015121810,5,34,0,329,3,120.55,31.87
江苏,苏州,张家港,2015121811,6,31,0,239,3,120.55,31.87
江苏,苏州,张家港,2015121812,5,24,0,17,0,120.55,31.87
江苏,苏州,张家港,2015121813,7,28,0,152,2,120.55,31.87
江苏,苏州,张家港,2015121814,7,22,0,76,0,120.55,31.87
江苏,苏州,张家港,2015121815,7,22,0,135,0,120.55,31.87
江苏,苏州,张家港,2015121816,8,33,0,13,3,120.55,31.87
江苏,苏州,张家港,2015121817,6,38,0,55,3,120.55,31.87
江苏,苏州,张家港,2015121818,4,46,0,55,0,120.55,31.87
江苏,苏州,张家港,2015121819,4,45,0,52,2,120.55,31.87
江苏,苏州,张家港,2015121820,1,49,0,60,2,120.55,31.87
江苏,苏州,张家港,2015121821,3,66,0,60,4,120.55,31.87
江苏,苏州,张家港,2015121822,2,67,0,101,2,120.55,31.87
江苏,苏州,张家港,2015121823,999999,999999,999999,999999,999999,120.55,31.87
江苏,苏州,张家港,2015121900,1,61,0,85,0,120.55,31.87
江苏,苏州,张家港,2015121901,2,65,0,76,2,120.55,31.87
江苏,苏州,张家港,2015121902,2,70,0,65,3,120.55,31.87
江苏,苏州,张家港,2015121903,3,69,0,67,3,120.55,31.87
江苏,苏州,张家港,2015121904,3,70,0,61,3,120.55,31.87
江苏,苏州,张家港,2015121905,3,73,0,67,3,120.55,31.87
江苏,苏州,张家港,2015121906,3,70,0,70,4,120.55,31.87
江苏,苏州,张家港,2015121907,2,78,0,52,3,120.55,31.87
江苏,苏州,张家港,2015121908,2,69,0,58,1,120.55,31.87
江苏,苏州,张家港,2015121909,4,68,0,69,2,120.55,31.87
江苏,苏州,张家港,2015121910,5,66,0,90,2,120.55,31.87
江苏,苏州,张家港,2015121911,9,61,0,100,5,120.55,31.87
江苏,苏州,张家港,2015121912,9,60,0,125,5,120.55,31.87
江苏,苏州,张家港,2015121913,10,57,0,103,5,120.55,31.87
江苏,苏州,张家港,2015121914,8,57,0,97,3,120.55,31.87
江苏,苏州,张家港,2015121915,10,58,0,92,4,120.55,31.87
江苏,苏州,张家港,2015121916,8,59,0,116,3,120.55,31.87
江苏,苏州,张家港,2015121917,9,67,0,99,2,120.55,31.87
江苏,苏州,张家港,2015121918,7,67,0,92,2,120.55,31.87
江苏,苏州,张家港,2015121919,7,70,0,106,1,120.55,31.87
江苏,苏州,张家港,2015121920,7,71,0,122,1,120.55,31.87
江苏,苏州,张家港,2015121921,9,72,0,103,2,120.55,31.87
江苏,苏州,张家港,2015121922,7,73,0,90,0,120.55,31.87
江苏,苏州,张家港,2015121923,999999,999999,999999,999999,999999,120.55,31.87
江苏,苏州,张家港,2015122000,6,75,0,96,0,120.55,31.87
江苏,苏州,张家港,2015122001,9,79,0,163,0,120.55,31.87
江苏,苏州,张家港,2015122002,8,88,0.3,105,0,120.55,31.87
江苏,苏州,张家港,2015122003,8,91,0.4,111,2,120.55,31.87
江苏,苏州,张家港,2015122004,8,93,0.5,999999,0,120.55,31.87
江苏,苏州,张家港,2015122005,8,96,0.8,130,0,120.55,31.87
江苏,苏州,张家港,2015122006,6,95,1.4,291,0,120.55,31.87
江苏,苏州,张家港,2015122007,8,98,1.4,999999,0,120.55,31.87
江苏,苏州,张家港,2015122008,8,98,1.3,999999,0,120.55,31.87
江苏,苏州,张家港,2015122009,6,97,1.6,234,0,120.55,31.87
江苏,苏州,张家港,2015122010,9,99,1,198,2,120.55,31.87
江苏,苏州,张家港,2015122011,9,99,0.8,197,2,120.55,31.87
江苏,苏州,张家港,2015122012,7,97,0.8,203,2,120.55,31.87
江苏,苏州,张家港,2015122013,7,96,0.4,244,1,120.55,31.87
江苏,苏州,张家港,2015122014,10,98,0.6,259,2,120.55,31.87
江苏,苏州,张家港,2015122015,9,98,0.4,300,3,120.55,31.87
江苏,苏州,张家港,2015122016,6,95,0.1,302,0,120.55,31.87
江苏,苏州,张家港,2015122017,8,97,0.1,295,2,120.55,31.87
江苏,苏州,张家港,2015122018,8,97,0.1,276,3,120.55,31.87
江苏,苏州,张家港,2015122019,8,97,0.4,276,4,120.55,31.87
江苏,苏州,张家港,2015122020,5,95,0.5,260,1,120.55,31.87
江苏,苏州,张家港,2015122021,7,97,0.1,276,2,120.55,31.87
江苏,苏州,张家港,2015122022,7,96,0,240,2,120.55,31.87
江苏,苏州,张家港,2015122023,999999,999999,999999,999999,999999,120.55,31.87
江苏,苏州,张家港,2015122100,4,94,0,307,1,120.55,31.87
江苏,苏州,张家港,2015122101,6,96,0.1,309,4,120.55,31.87
江苏,苏州,张家港,2015122102,4,92,0,313,0,120.55,31.87
江苏,苏州,张家港,2015122103,3,93,0,317,1,120.55,31.87
江苏,苏州,张家港,2015122104,3,94,0,310,0,120.55,31.87
江苏,苏州,张家港,2015122105,5,97,0,331,2,120.55,31.87
江苏,苏州,张家港,2015122106,4,95,0,276,0,120.55,31.87
江苏,苏州,张家港,2015122107,2,94,0,294,0,120.55,31.87
江苏,苏州,张家港,2015122108,1,95,0,204,0,120.55,31.87
江苏,苏州,张家港,2015122109,3,97,0,235,0,120.55,31.87
江苏,苏州,张家港,2015122110,7,79,0,23,4,120.55,31.87
江苏,苏州,张家港,2015122111,6,64,0,50,1,120.55,31.87
江苏,苏州,张家港,2015122112,7,63,0,69,1,120.55,31.87
江苏,苏州,张家港,2015122113,8,60,0,111,1,120.55,31.87
江苏,苏州,张家港,2015122114,10,63,0,172,2,120.55,31.87
江苏,苏州,张家港,2015122115,8,63,0,98,2,120.55,31.87
江苏,苏州,张家港,2015122116,8,70,0,84,2,120.55,31.87
江苏,苏州,张家港,2015122117,7,78,0,113,1,120.55,31.87
江苏,苏州,张家港,2015122118,8,83,0,113,3,120.55,31.87
江苏,苏州,张家港,2015122119,5,85,0,111,2,120.55,31.87
江苏,苏州,张家港,2015122120,4,86,0,119,0,120.55,31.87
江苏,苏州,张家港,2015122121,5,86,0,114,2,120.55,31.87
江苏,苏州,张家港,2015122122,7,89,0,97,2,120.55,31.87
江苏,苏州,张家港,2015122123,999999,999999,999999,999999,999999,120.55,31.87
江苏,苏州,张家港,2015122200,6,92,0,52,0,120.55,31.87
江苏,苏州,张家港,2015122201,4,94,0,84,0,120.55,31.87
江苏,苏州,张家港,2015122202,5,92,0,102,1,120.55,31.87
江苏,苏州,张家港,2015122203,5,89,0,112,2,120.55,31.87
江苏,苏州,张家港,2015122204,5,89,0,112,3,120.55,31.87
江苏,苏州,张家港,2015122205,5,91,0,50,0,120.55,31.87
江苏,苏州,张家港,2015122206,7,95,0,84,3,120.55,31.87
江苏,苏州,张家港,2015122207,6,92,0,91,3,120.55,31.87
江苏,苏州,张家港,2015122208,6,93,0,25,0,120.55,31.87
江苏,苏州,张家港,2015122209,7,92,0,107,1,120.55,31.87
江苏,苏州,张家港,2015122210,10,91,0,69,3,120.55,31.87
江苏,苏州,张家港,2015122211,12,87,0,127,4,120.55,31.87
江苏,苏州,张家港,2015122212,10,84,0,187,1,120.55,31.87
江苏,苏州,张家港,2015122213,13,84,0,140,2,120.55,31.87
江苏,苏州,张家港,2015122214,14,82,0,296,0,120.55,31.87
江苏,苏州,张家港,2015122215,11,80,0,298,0,120.55,31.87
江苏,苏州,张家港,2015122216,13,82,0,28,0,120.55,31.87
江苏,苏州,张家港,2015122217,11,83,0,298,0,120.55,31.87
江苏,苏州,张家港,2015122218,12,87,0,328,3,120.55,31.87
江苏,苏州,张家港,2015122219,12,89,0,335,3,120.55,31.87
江苏,苏州,张家港,2015122220,9,89,0,354,1,120.55,31.87
江苏,苏州,张家港,2015122221,9,89,0,317,1,120.55,31.87
江苏,苏州,张家港,2015122222,10,92,0,307,5,120.55,31.87
江苏,苏州,张家港,2015122223,999999,999999,999999,999999,999999,120.55,31.87
江苏,苏州,张家港,2015122300,7,93,0,308,3,120.55,31.87
江苏,苏州,张家港,2015122301,7,88,0,304,3,120.55,31.87
江苏,苏州,张家港,2015122302,7,87,0,327,2,120.55,31.87
江苏,苏州,张家港,2015122303,7,89,0,314,2,120.55,31.87
江苏,苏州,张家港,2015122304,8,92,0,331,4,120.55,31.87
江苏,苏州,张家港,2015122305,6,90,0,323,2,120.55,31.87
江苏,苏州,张家港,2015122306,8,92,0,315,3,120.55,31.87
江苏,苏州,张家港,2015122307,6,90,0,310,3,120.55,31.87
江苏,苏州,张家港,2015122308,8,90,0,304,4,120.55,31.87
江苏,苏州,张家港,2015122309,9,88,0,296,3,120.55,31.87
江苏,苏州,张家港,2015122310,7,85,0,298,0,120.55,31.87
江苏,苏州,张家港,2015122311,10,85,0,289,3,120.55,31.87
江苏,苏州,张家港,2015122312,10,84,0,297,3,120.55,31.87
江苏,苏州,张家港,2015122313,8,83,0,301,1,120.55,31.87
江苏,苏州,张家港,2015122314,8,84,0,309,1,120.55,31.87
江苏,苏州,张家港,2015122315,10,89,0,329,3,120.55,31.87
江苏,苏州,张家港,2015122316,10,91,0,356,3,120.55,31.87
江苏,苏州,张家港,2015122317,8,91,0,0,0,120.55,31.87
江苏,苏州,张家港,2015122318,7,93,0,355,2,120.55,31.87
江苏,苏州,张家港,2015122319,7,93,0,345,0,120.55,31.87
江苏,苏州,张家港,2015122320,7,93,0,2,0,120.55,31.87
江苏,苏州,张家港,2015122321,7,95,0,22,0,120.55,31.87
江苏,苏州,张家港,2015122322,8,96,0,20,1,120.55,31.87
江苏,苏州,张家港,2015122323,999999,999999,999999,999999,999999,120.55,31.87
江苏,苏州,张家港,2015122400,8,92,0,62,0,120.55,31.87
江苏,苏州,张家港,2015122401,8,90,0,58,0,120.55,31.87
江苏,苏州,张家港,2015122402,8,89,0,25,0,120.55,31.87
江苏,苏州,张家港,2015122403,10,89,0,70,3,120.55,31.87
江苏,苏州,张家港,2015122404,8,86,0,10,1,120.55,31.87
江苏,苏州,张家港,2015122405,10,89,0,51,5,120.55,31.87
江苏,苏州,张家港,2015122406,7,93,0,37,2,120.55,31.87
江苏,苏州,张家港,2015122407,7,93,0.1,57,4,120.55,31.87
江苏,苏州,张家港,2015122408,9,95,0,55,3,120.55,31.87
江苏,苏州,张家港,2015122409,10,91,0,44,2,120.55,31.87
江苏,苏州,张家港,2015122410,10,93,0,356,3,120.55,31.87
江苏,苏州,张家港,2015122411,9,97,0,356,3,120.55,31.87
江苏,苏州,张家港,2015122412,9,97,0.2,8,0,120.55,31.87
江苏,苏州,张家港,2015122413,7,95,0.6,30,0,120.55,31.87
江苏,苏州,张家港,2015122414,9,97,0.4,10,2,120.55,31.87
江苏,苏州,张家港,2015122415,9,97,1.1,346,4,120.55,31.87
江苏,苏州,张家港,2015122416,8,92,0,348,1,120.55,31.87
江苏,苏州,张家港,2015122417,10,93,0,345,3,120.55,31.87
江苏,苏州,张家港,2015122418,10,93,0,320,5,120.55,31.87
江苏,苏州,张家港,2015122419,9,93,0.4,347,3,120.55,31.87
江苏,苏州,张家港,2015122420,7,92,0.3,331,1,120.55,31.87
江苏,苏州,张家港,2015122421,9,93,0,354,2,120.55,31.87
江苏,苏州,张家港,2015122422,9,91,0,348,4,120.55,31.87
江苏,苏州,张家港,2015122423,999999,999999,999999,999999,999999,120.55,31.87
江苏,苏州,张家港,2015122500,6,87,0,340,1,120.55,31.87
江苏,苏州,张家港,2015122501,8,88,0,327,3,120.55,31.87
江苏,苏州,张家港,2015122502,5,83,0,335,2,120.55,31.87
江苏,苏州,张家港,2015122503,6,91,0,345,4,120.55,31.87
江苏,苏州,张家港,2015122504,4,91,0,326,1,120.55,31.87
江苏,苏州,张家港,2015122505,5,91,0,311,2,120.55,31.87
江苏,苏州,张家港,2015122506,5,93,0,318,3,120.55,31.87
江苏,苏州,张家港,2015122507,3,92,0,316,2,120.55,31.87
江苏,苏州,张家港,2015122508,5,92,0,306,3,120.55,31.87
江苏,苏州,张家港,2015122509,4,84,0,306,1,120.55,31.87
江苏,苏州,张家港,2015122510,5,77,0,274,0,120.55,31.87
江苏,苏州,张家港,2015122511,6,68,0,321,2,120.55,31.87
江苏,苏州,张家港,2015122512,9,70,0,306,5,120.55,31.87
江苏,苏州,张家港,2015122513,9,69,0,254,3,120.55,31.87
江苏,苏州,张家港,2015122514,10,65,0,253,5,120.55,31.87
江苏,苏州,张家港,2015122515,8,65,0,234,2,120.55,31.87
江苏,苏州,张家港,2015122516,8,65,0,238,2,120.55,31.87
江苏,苏州,张家港,2015122517,7,70,0,236,2,120.55,31.87
江苏,苏州,张家港,2015122518,9,75,0,243,3,120.55,31.87
江苏,苏州,张家港,2015122519,9,77,0,269,4,120.55,31.87
江苏,苏州,张家港,2015122520,5,81,0,243,0,120.55,31.87
江苏,苏州,张家港,2015122521,7,80,0,244,3,120.55,31.87
江苏,苏州,张家港,2015122522,7,83,0,248,3,120.55,31.87
江苏,苏州,张家港,2015122523,999999,999999,999999,999999,999999,120.55,31.87
江苏,苏州,张家港,2015122600,4,80,0,265,0,120.55,31.87
江苏,苏州,张家港,2015122601,3,86,0,256,0,120.55,31.87
江苏,苏州,张家港,2015122602,3,83,0,259,0,120.55,31.87
江苏,苏州,张家港,2015122603,5,83,0,215,2,120.55,31.87
江苏,苏州,张家港,2015122604,4,90,0,253,2,120.55,31.87
江苏,苏州,张家港,2015122605,3,83,0,256,2,120.55,31.87
江苏,苏州,张家港,2015122606,5,83,0,256,2,120.55,31.87
江苏,苏州,张家港,2015122607,2,87,0,211,0,120.55,31.87
江苏,苏州,张家港,2015122608,5,91,0,226,2,120.55,31.87
江苏,苏州,张家港,2015122609,8,77,0,239,5,120.55,31.87
江苏,苏州,张家港,2015122610,10,73,0,227,3,120.55,31.87
江苏,苏州,张家港,2015122611,9,61,0,239,3,120.55,31.87
江苏,苏州,张家港,2015122612,11,47,0,232,2,120.55,31.87
江苏,苏州,张家港,2015122613,12,45,0,216,2,120.55,31.87
江苏,苏州,张家港,2015122614,14,42,0,221,4,120.55,31.87
江苏,苏州,张家港,2015122615,14,41,0,244,4,120.55,31.87
江苏,苏州,张家港,2015122616,14,43,0,230,4,120.55,31.87
江苏,苏州,张家港,2015122617,9,54,0,199,1,120.55,31.87
江苏,苏州,张家港,2015122618,8,55,0,191,0,120.55,31.87
江苏,苏州,张家港,2015122619,7,55,0,198,0,120.55,31.87
江苏,苏州,张家港,2015122620,6,62,0,185,0,120.55,31.87
江苏,苏州,张家港,2015122621,7,66,0,181,2,120.55,31.87
江苏,苏州,张家港,2015122622,8,69,0,196,2,120.55,31.87
江苏,苏州,张家港,2015122623,999999,999999,999999,999999,999999,120.55,31.87
江苏,苏州,张家港,2015122700,5,76,0,343,0,120.55,31.87
江苏,苏州,张家港,2015122701,4,84,0,249,0,120.55,31.87
江苏,苏州,张家港,2015122702,6,88,0,334,0,120.55,31.87
江苏,苏州,张家港,2015122703,4,85,0,326,0,120.55,31.87
江苏,苏州,张家港,2015122704,6,79,0,358,1,120.55,31.87
江苏,苏州,张家港,2015122705,6,73,0,350,1,120.55,31.87
江苏,苏州,张家港,2015122706,6,74,0,342,0,120.55,31.87
江苏,苏州,张家港,2015122707,8,83,0,6,4,120.55,31.87
江苏,苏州,张家港,2015122708,7,88,0,46,2,120.55,31.87
江苏,苏州,张家港,2015122709,7,85,0,55,4,120.55,31.87
江苏,苏州,张家港,2015122710,9,82,0,55,6,120.55,31.87
江苏,苏州,张家港,2015122711,9,82,0,54,5,120.55,31.87
江苏,苏州,张家港,2015122712,8,79,0,54,8,120.55,31.87
江苏,苏州,张家港,2015122713,8,78,0,35,8,120.55,31.87
江苏,苏州,张家港,2015122714,8,77,0,68,6,120.55,31.87
江苏,苏州,张家港,2015122715,7,75,0,29,7,120.55,31.87
江苏,苏州,张家港,2015122716,5,71,0,30,3,120.55,31.87
江苏,苏州,张家港,2015122717,7,73,0,15,7,120.55,31.87
江苏,苏州,张家港,2015122718,6,72,0,10,5,120.55,31.87
江苏,苏州,张家港,2015122719,4,69,0,52,5,120.55,31.87
江苏,苏州,张家港,2015122720,6,71,0,62,5,120.55,31.87
江苏,苏州,张家港,2015122721,5,77,0,13,3,120.55,31.87
江苏,苏州,张家港,2015122722,2,79,0,358,1,120.55,31.87
江苏,苏州,张家港,2015122723,999999,999999,999999,999999,999999,120.55,31.87
江苏,苏州,张家港,2015122800,3,81,0,352,3,120.55,31.87
江苏,苏州,张家港,2015122801,3,78,0,1,4,120.55,31.87
江苏,苏州,张家港,2015122802,3,76,0,355,4,120.55,31.87
江苏,苏州,张家港,2015122803,3,78,0,334,3,120.55,31.87
江苏,苏州,张家港,2015122804,3,81,0,331,6,120.55,31.87
江苏,苏州,张家港,2015122805,0,83,0,332,0,120.55,31.87
江苏,苏州,张家港,2015122806,2,87,0,341,2,120.55,31.87
江苏,苏州,张家港,2015122807,2,86,0,323,2,120.55,31.87
江苏,苏州,张家港,2015122808,2,84,0,354,3,120.55,31.87
江苏,苏州,张家港,2015122809,3,75,0,332,4,120.55,31.87
江苏,苏州,张家港,2015122810,3,69,0,358,0,120.55,31.87
江苏,苏州,张家港,2015122811,4,56,0,51,1,120.55,31.87
江苏,苏州,张家港,2015122812,6,52,0,324,3,120.55,31.87
江苏,苏州,张家港,2015122813,7,48,0,357,3,120.55,31.87
江苏,苏州,张家港,2015122814,7,49,0,11,2,120.55,31.87
江苏,苏州,张家港,2015122815,7,51,0,21,3,120.55,31.87
江苏,苏州,张家港,2015122816,5,51,0,26,0,120.55,31.87
江苏,苏州,张家港,2015122817,4,55,0,21,1,120.55,31.87
江苏,苏州,张家港,2015122818,3,57,0,359,0,120.55,31.87
江苏,苏州,张家港,2015122819,3,57,0,16,0,120.55,31.87
江苏,苏州,张家港,2015122820,3,69,0,72,2,120.55,31.87
江苏,苏州,张家港,2015122821,1,72,0,100,0,120.55,31.87
江苏,苏州,张家港,2015122822,1,73,0,88,0,120.55,31.87
江苏,苏州,张家港,2015122823,999999,999999,999999,999999,999999,120.55,31.87
江苏,苏州,张家港,2015122900,1,85,0,158,0,120.55,31.87
江苏,苏州,张家港,2015122901,-1,87,0,175,0,120.55,31.87
江苏,苏州,张家港,2015122902,1,90,0,211,0,120.55,31.87
江苏,苏州,张家港,2015122903,-1,87,0,9,0,120.55,31.87
江苏,苏州,张家港,2015122904,1,91,0,999999,0,120.55,31.87
江苏,苏州,张家港,2015122905,-1,89,0,48,0,120.55,31.87
江苏,苏州,张家港,2015122906,-1,92,0,999999,0,120.55,31.87
江苏,苏州,张家港,2015122907,-1,91,0,999999,0,120.55,31.87
江苏,苏州,张家港,2015122908,0,89,0,999999,0,120.55,31.87
江苏,苏州,张家港,2015122909,5,69,0,188,2,120.55,31.87
江苏,苏州,张家港,2015122910,4,51,0,75,0,120.55,31.87
江苏,苏州,张家港,2015122911,5,52,0,135,1,120.55,31.87
江苏,苏州,张家港,2015122912,5,55,0,146,1,120.55,31.87
江苏,苏州,张家港,2015122913,8,54,0,38,2,120.55,31.87
江苏,苏州,张家港,2015122914,9,51,0,188,2,120.55,31.87
江苏,苏州,张家港,2015122915,7,50,0,81,1,120.55,31.87
江苏,苏州,张家港,2015122916,9,54,0,92,2,120.55,31.87
江苏,苏州,张家港,2015122917,6,55,0,145,0,120.55,31.87
江苏,苏州,张家港,2015122918,4,66,0,121,0,120.55,31.87
江苏,苏州,张家港,2015122919,6,77,0,116,2,120.55,31.87
江苏,苏州,张家港,2015122920,3,79,0,116,0,120.55,31.87
江苏,苏州,张家港,2015122921,3,76,0,140,0,120.55,31.87
江苏,苏州,张家港,2015122922,2,81,0,102,0,120.55,31.87
江苏,苏州,张家港,2015122923,999999,999999,999999,999999,999999,120.55,31.87
江苏,苏州,张家港,2015123000,3,90,0,122,0,120.55,31.87
江苏,苏州,张家港,2015123001,2,88,0,171,0,120.55,31.87
江苏,苏州,张家港,2015123002,2,88,0,179,0,120.55,31.87
江苏,苏州,张家港,2015123003,2,88,0,172,0,120.55,31.87
江苏,苏州,张家港,2015123004,1,93,0,999999,0,120.55,31.87
江苏,苏州,张家港,2015123005,2,97,0,212,0,120.55,31.87
江苏,苏州,张家港,2015123006,2,97,0,999999,0,120.55,31.87
江苏,苏州,张家港,2015123007,0,96,0,209,0,120.55,31.87
江苏,苏州,张家港,2015123008,3,99,0,225,0,120.55,31.87
江苏,苏州,张家港,2015123009,6,95,0,231,2,120.55,31.87
江苏,苏州,张家港,2015123010,8,73,0,254,2,120.55,31.87
江苏,苏州,张家港,2015123011,10,64,0,268,4,120.55,31.87
江苏,苏州,张家港,2015123012,11,54,0,334,2,120.55,31.87
江苏,苏州,张家港,2015123013,11,56,0,302,3,120.55,31.87
江苏,苏州,张家港,2015123014,9,56,0,272,0,120.55,31.87
江苏,苏州,张家港,2015123015,11,59,0,256,4,120.55,31.87
江苏,苏州,张家港,2015123016,9,58,0,251,1,120.55,31.87
江苏,苏州,张家港,2015123017,7,65,0,278,0,120.55,31.87
江苏,苏州,张家港,2015123018,7,69,0,287,1,120.55,31.87
江苏,苏州,张家港,2015123019,6,73,0,282,0,120.55,31.87
江苏,苏州,张家港,2015123020,7,78,0,278,2,120.55,31.87
江苏,苏州,张家港,2015123021,5,76,0,292,1,120.55,31.87
江苏,苏州,张家港,2015123022,7,79,0,327,4,120.55,31.87
江苏,苏州,张家港,2015123023,999999,999999,999999,999999,999999,120.55,31.87
江苏,苏州,张家港,2015123100,999999,999999,999999,999999,999999,120.55,31.87
